[Gene ID]	[source_id]	[Gene Name or Symbol]	[Organism]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Function IDs]	[Computed GO Functions]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Function IDs]	[Curated GO Functions]	[Curated GO Process IDs]	[Curated GO Processes]	[EC numbers]	[EC numbers from OrthoMCL]	
CNAG_00104	CNAG_00104-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0016887, GO:0005488	ATP binding, ATPase activity, binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.1.3.1 (Isocitrate lyase)	
CNAG_00105	CNAG_00105-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.- (With NAD(+) or NADP(+) as acceptor.)	
CNAG_00106	CNAG_00106-t26_1	TCO5	C. neoformans var. grubii H99	GO:0016020	membrane	GO:0000155, GO:0004871	phosphorelay sensor kinase activity, signal transducer activity	GO:0000160, GO:0007165	phosphorelay signal transduction system, signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00107	CNAG_00107-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00108	CNAG_00108-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0003678	ATP binding, DNA helicase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.12 (DNA helicase)	
CNAG_00109	CNAG_00109-t26_1	N/A	C. neoformans var. grubii H99	GO:0005622, GO:0005840	intracellular, ribosome	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00109	CNAG_00109-t26_2	N/A	C. neoformans var. grubii H99	GO:0005622, GO:0005840	intracellular, ribosome	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00110	CNAG_00110-t26_1	HPI3	C. neoformans var. grubii H99	N/A	N/A	GO:0017048, GO:0003779, GO:0005488	Rho GTPase binding, actin binding, binding	GO:0030036	actin cytoskeleton organization	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00111	CNAG_00111-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003723, GO:0005515	RNA binding, protein binding	GO:0006396	RNA processing	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00115	CNAG_00115-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491, GO:0016747, GO:0008270	oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups, zinc ion binding	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.14 (L-iditol 2-dehydrogenase)	
CNAG_00116	CNAG_00116-t26_1	N/A	C. neoformans var. grubii H99	GO:0005840, GO:0015935	ribosome, small ribosomal subunit	GO:0003723, GO:0003735	RNA binding, structural constituent of ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00117	CNAG_00117-t26_1	ERG24	C. neoformans var. grubii H99	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.3.1.70 (Delta(14)-sterol reductase)	
CNAG_00118	CNAG_00118-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00119	CNAG_00119-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00120	CNAG_00120-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00121	CNAG_00121-t26_1	N/A	C. neoformans var. grubii H99	GO:0005737, GO:0009331	cytoplasm, glycerol-3-phosphate dehydrogenase complex	GO:0051287, GO:0004367, GO:0016616, GO:0042803	NAD binding, glycerol-3-phosphate dehydrogenase [NAD+] activity, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, protein homodimerization activity	GO:0005975, GO:0046168, GO:0006072, GO:0055114	carbohydrate metabolic process, glycerol-3-phosphate catabolic process, glycerol-3-phosphate metabolic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.8 (Glycerol-3-phosphate dehydrogenase (NAD(+)))	
CNAG_00122	CNAG_00122-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004556, GO:0005509, GO:0003824, GO:0043169	alpha-amylase activity, calcium ion binding, catalytic activity, cation binding	GO:0016052, GO:0005975	carbohydrate catabolic process, carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.2.1.1 (Alpha-amylase)	
CNAG_00123	CNAG_00123-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00124	CNAG_00124-t26_1	CAS32	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00125	CNAG_00125-t26_1	CRG1	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	GO:0035556, GO:0038032	intracellular signal transduction, termination of G-protein coupled receptor signaling pathway	N/A	N/A	N/A	N/A	GO:0007618, GO:0009405	mating, pathogenesis	N/A	N/A	
CNAG_00126	CNAG_00126-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491	oxidoreductase activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.100 (3-oxoacyl-[acyl-carrier-protein] reductase)	
CNAG_00127	CNAG_00127-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00128	CNAG_00128-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00129	CNAG_00129-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00130	CNAG_00130-t26_1	RCK2	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	GO:0060992	response to fungicide	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
CNAG_00131	CNAG_00131-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491, GO:0016747, GO:0008270	oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups, zinc ion binding	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.-.-.- (Oxidoreductases.)	
CNAG_00132	CNAG_00132-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00132	CNAG_00132-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00133	CNAG_00133-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003677, GO:0003713	DNA binding, transcription coactivator activity	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00134	CNAG_00134-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00135	CNAG_00135-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003676	nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.2.1.8 (Peptidylprolyl isomerase)	
CNAG_00136	CNAG_00136-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0003824, GO:0008641	ATP binding, catalytic activity, small protein activating enzyme activity	GO:0006464	cellular protein modification process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00137	CNAG_00137-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00138	CNAG_00138-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008168	methyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.201 (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase)	
CNAG_00139	CNAG_00139-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00140	CNAG_00140-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003676	nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00141	CNAG_00141-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.- (With NAD(+) or NADP(+) as acceptor.)	
CNAG_00142	CNAG_00142-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.48 (Uridine kinase)	
CNAG_00143	CNAG_00143-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004812, GO:0000166, GO:0004639	ATP binding, aminoacyl-tRNA ligase activity, nucleotide binding, phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	GO:0006164, GO:0006418	purine nucleotide biosynthetic process, tRNA aminoacylation for protein translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.1.1.1 (Tyrosine--tRNA ligase)	
CNAG_00144	CNAG_00144-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00144	CNAG_00144-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00145	CNAG_00145-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00146	CNAG_00146-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016787	hydrolase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.1 (Alkaline phosphatase)	
CNAG_00147	CNAG_00147-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003723, GO:0030623, GO:0017070, GO:0003676, GO:0005515	RNA binding, U5 snRNA binding, U6 snRNA binding, nucleic acid binding, protein binding	GO:0000398	mRNA splicing, via spliceosome	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00148	CNAG_00148-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00149	CNAG_00149-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00150	CNAG_00150-t26_1	N/A	C. neoformans var. grubii H99	GO:0005618, GO:0016020	cell wall, membrane	GO:0004252	serine-type endopeptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00151	CNAG_00151-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00152	CNAG_00152-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00153	CNAG_00153-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003676, GO:0008270	nucleic acid binding, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00153	CNAG_00153-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003676, GO:0008270	nucleic acid binding, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00154	CNAG_00154-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0010181, GO:0016491	FMN binding, oxidoreductase activity	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.6.99.1 (NADPH dehydrogenase)	
CNAG_00155	CNAG_00155-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00156	CNAG_00156-t26_1	SP1	C. neoformans var. grubii H99	N/A	N/A	GO:0046872	metal ion binding	N/A	N/A	N/A	N/A	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	GO:0045230, GO:0031505, GO:0009405	capsule organization, fungal-type cell wall organization, pathogenesis	N/A	N/A	
CNAG_00156	CNAG_00156-t26_2	SP1	C. neoformans var. grubii H99	N/A	N/A	GO:0046872	metal ion binding	N/A	N/A	N/A	N/A	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	GO:0045230, GO:0031505, GO:0009405	capsule organization, fungal-type cell wall organization, pathogenesis	N/A	N/A	
CNAG_00157	CNAG_00157-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00158	CNAG_00158-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00159	CNAG_00159-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00160	CNAG_00160-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008253	5'-nucleotidase activity	GO:0009264	deoxyribonucleotide catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00161	CNAG_00161-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.-.-.- (Oxidoreductases.)	
CNAG_00162	CNAG_00162-t26_1	AOX1	C. neoformans var. grubii H99	N/A	N/A	GO:0009916	alternative oxidase activity	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	GO:0009405	pathogenesis	N/A	1.-.-.- (Oxidoreductases.)	
CNAG_00163	CNAG_00163-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00163	CNAG_00163-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00164	CNAG_00164-t26_1	N/A	C. neoformans var. grubii H99	GO:0042597	periplasmic space	GO:0016829	lyase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00165	CNAG_00165-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003824	catalytic activity	GO:0009116	nucleoside metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.4.2.28 (S-methyl-5'-thioadenosine phosphorylase)	
CNAG_00166	CNAG_00166-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0003676	ATP binding, nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.13 (RNA helicase)	
CNAG_00167	CNAG_00167-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00171	CNAG_00171-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00172	CNAG_00172-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0008017, GO:0003777	ATP binding, microtubule binding, microtubule motor activity	GO:0007018	microtubule-based movement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00173	CNAG_00173-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00174	CNAG_00174-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00175	CNAG_00175-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00176	CNAG_00176-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016805, GO:0016787, GO:0034701	dipeptidase activity, hydrolase activity, tripeptidase activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.13.- (Dipeptidases.)	
CNAG_00176	CNAG_00176-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016805, GO:0016787, GO:0034701	dipeptidase activity, hydrolase activity, tripeptidase activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.13.- (Dipeptidases.)	
CNAG_00177	CNAG_00177-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515, GO:0008270	protein binding, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00178	CNAG_00178-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003887, GO:0003684, GO:0000287, GO:0016779	DNA-directed DNA polymerase activity, damaged DNA binding, magnesium ion binding, nucleotidyltransferase activity	GO:0006281	DNA repair	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.- (Nucleotidyltransferases.)	
CNAG_00179	CNAG_00179-t26_1	GPA2	C. neoformans var. grubii H99	N/A	N/A	GO:0031683, GO:0003924, GO:0019001, GO:0004871	G-protein beta/gamma-subunit complex binding, GTPase activity, guanyl nucleotide binding, signal transducer activity	GO:0007186, GO:0007165	G-protein coupled receptor signaling pathway, signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.5.1 (dGTPase)	
CNAG_00179	CNAG_00179-t26_2	GPA2	C. neoformans var. grubii H99	N/A	N/A	GO:0031683, GO:0003924, GO:0019001, GO:0004871	G-protein beta/gamma-subunit complex binding, GTPase activity, guanyl nucleotide binding, signal transducer activity	GO:0007186, GO:0007165	G-protein coupled receptor signaling pathway, signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.5.1 (dGTPase)	
CNAG_00180	CNAG_00180-t26_1	N/A	C. neoformans var. grubii H99	GO:0005622	intracellular	GO:0004843	ubiquitin-specific protease activity	GO:0006511	ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.19.12 (Ubiquitinyl hydrolase 1)	
CNAG_00181	CNAG_00181-t26_1	FYV10	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00182	CNAG_00182-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.3 (Phosphoserine phosphatase)	
CNAG_00182	CNAG_00182-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.3 (Phosphoserine phosphatase)	
CNAG_00183	CNAG_00183-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0019901	protein kinase binding	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00183	CNAG_00183-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0019901	protein kinase binding	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00184	CNAG_00184-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00185	CNAG_00185-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00186	CNAG_00186-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00187	CNAG_00187-t26_1	UBP16	C. neoformans var. grubii H99	N/A	N/A	GO:0036459	ubiquitinyl hydrolase activity	GO:0006511	ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.19.12 (Ubiquitinyl hydrolase 1)	
CNAG_00188	CNAG_00188-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00189	CNAG_00189-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003723, GO:0033897	RNA binding, ribonuclease T2 activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00190	CNAG_00190-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00191	CNAG_00191-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00192	CNAG_00192-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0000981, GO:0008270	RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00193	CNAG_00193-t26_1	GAT1	C. neoformans var. grubii H99	N/A	N/A	GO:0043565, GO:0003700, GO:0008270	sequence-specific DNA binding, transcription factor activity, sequence-specific DNA binding, zinc ion binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	GO:0045230, GO:0007618, GO:0042438, GO:0019740, GO:0009405, GO:0009408	capsule organization, mating, melanin biosynthetic process, nitrogen utilization, pathogenesis, response to heat	N/A	N/A	
CNAG_00194	CNAG_00194-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00195	CNAG_00195-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00229	CNAG_00229-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00231	CNAG_00231-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.- (Methyltransferases.)	
CNAG_00232	CNAG_00232-t26_1	RPL30	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00233	CNAG_00233-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00234	CNAG_00234-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0050660, GO:0017150	flavin adenine dinucleotide binding, tRNA dihydrouridine synthase activity	GO:0055114, GO:0008033	oxidation-reduction process, tRNA processing	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.3.1.- (With NAD(+) or NADP(+) as acceptor.)	
CNAG_00235	CNAG_00235-t26_1	AMT1	C. neoformans var. grubii H99	GO:0016020	membrane	GO:0008519	ammonium transmembrane transporter activity	GO:0072488, GO:0015696	ammonium transmembrane transport, ammonium transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00236	CNAG_00236-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0030170	pyridoxal phosphate binding	GO:0009058	biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.37 (5-aminolevulinate synthase)	
CNAG_00237	CNAG_00237-t26_1	N/A	C. neoformans var. grubii H99	GO:0009316	3-isopropylmalate dehydratase complex	GO:0003861, GO:0051539	3-isopropylmalate dehydratase activity, 4 iron, 4 sulfur cluster binding	GO:0009098, GO:0008152	leucine biosynthetic process, metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.33 (3-isopropylmalate dehydratase)	
CNAG_00238	CNAG_00238-t26_1	N/A	C. neoformans var. grubii H99	GO:0005737	cytoplasm	GO:0005524, GO:0002161, GO:0004812, GO:0004822, GO:0000166	ATP binding, aminoacyl-tRNA editing activity, aminoacyl-tRNA ligase activity, isoleucine-tRNA ligase activity, nucleotide binding	GO:0006428, GO:0006418	isoleucyl-tRNA aminoacylation, tRNA aminoacylation for protein translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.1.1.5 (Isoleucine--tRNA ligase)	
CNAG_00239	CNAG_00239-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0043565, GO:0003700	sequence-specific DNA binding, transcription factor activity, sequence-specific DNA binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00240	CNAG_00240-t26_1	N/A	C. neoformans var. grubii H99	GO:0005622	intracellular	GO:0003677	DNA binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00241	CNAG_00241-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003676, GO:0008270	nucleic acid binding, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
